йЫДИЙЭР DSLAM;EMS DSLAM Name;╪МОЛА DSLAM;DSLAM Uplink Port;╪МОЛА еНОПКИСЛОЩ еПЭЛЕМОУ Hop;тЩПОР еНОПКИСЛОЩ еПЭЛЕМОУ Hop;пЭЯТА еПЭЛЕМОУ Hop;TЩПОР пЭЯТАР еПЭЛЕМОУ Hop;йЫДИЙЭР EETT DSLAM;пЕЯИЖщЯЕИА DSLAM;дИАЛщЯИСЛА DSLAM;оМОЛАСъА йщМТЯОУ DSLAM;DSLAM тей;DSLAM ONU;йЫДИЙЭР йщМТЯОУ DSLAM;йЫДИЙЭР EETT еПЭЛЕМОУ Hop;пЕЯИЖщЯЕИА еПЭЛЕМОУ Hop;дИАЛщЯИСЛА еПЭЛЕМОУ Hop;оМОЛАСъА йщМТЯОУ еПЭЛЕМОУ Hop;тей еПЭЛЕМОУ Hop;ONU еПЭЛЕМОУ Hop;йЫДИЙЭР йщМТЯОУ еПЭЛЕМОУ Hop
13314;ATTIC_ILIOUPOLI_D_HUA_13314_KV;ATHG/ILIL/T018/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether13010;ETSBPrt;61673;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;293;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13315;ATTIC_ILIOUPOLI_D_HUA_13315_KV;ATHG/ILIL/T019/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether13006;ETSBPrt;61674;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;294;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13316;ATTIC_ILIOUPOLI_D_HUA_13316_KV;ATHG/ILIL/T020/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether13009;ETSBPrt;61675;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;295;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13317;ATTIC_ILIOUPOLI_D_HUA_13317_KV;ATHG/ILIL/T021/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether13011;ETSBPrt;61676;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;296;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13318;ATTIC_ILIOUPOLI_D_HUA_13318_KV;ATHG/ILIL/T022/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether13007;ETSBPrt;61677;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;297;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13319;ATTIC_ILIOUPOLI_D_HUA_13319_KV;ATHG/ILIL/T023/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether13008;ETSBPrt;61678;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;298;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13320;ATTIC_ILIOUPOLI_D_HUA_13320_KV;ATHG/ILIL/T024/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10000;ETSBPrt;61679;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;316;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13321;ATTIC_ILIOUPOLI_D_HUA_13321_KV;ATHG/ILIL/T060/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether14000;ETSBPrt;61627;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;157;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13322;ATTIC_ILIOUPOLI_D_HUA_13322_KV;ATHG/ILIL/T061/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether14001;ETSBPrt;61628;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;158;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13323;ATTIC_ILIOUPOLI_D_HUA_13323_KV;ATHG/ILIL/T026/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10007;ETSBPrt;61685;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;328;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13324;ATTIC_ILIOUPOLI_D_HUA_13324_KV;ATHG/ILIL/T027/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10010;ETSBPrt;61689;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;332;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13325;ATTIC_ILIOUPOLI_D_HUA_13325_KV;ATHG/ILIL/T028/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11015;ETSBPrt;61693;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;340;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13326;ATTIC_ILIOUPOLI_D_HUA_13326_KV;ATHG/ILIL/T029/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10001;ETSBPrt;61696;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;344;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13327;ATTIC_ILIOUPOLI_D_HUA_13327_KV;ATHG/ILIL/T030/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10002;ETSBPrt;61699;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;348;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13328;ATTIC_ILIOUPOLI_D_HUA_13328_KV;ATHG/ILIL/T031/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11007;ETSBPrt;61700;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;349;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13329;ATTIC_ILIOUPOLI_D_HUA_13329_KV;ATHG/ILIL/T032/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10004;ETSBPrt;61704;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;358;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13330;ATTIC_ILIOUPOLI_D_HUA_13330_KV;ATHG/ILIL/T033/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10009;ETSBPrt;61705;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;359;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13331;ATTIC_ILIOUPOLI_D_HUA_13331_KV;ATHG/ILIL/T034/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12016;ETSBPrt;61709;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;364;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13332;ATTIC_ILIOUPOLI_D_HUA_13332_KV;ATHG/ILIL/T035/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12018;ETSBPrt;61711;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;366;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13333;ATTIC_ILIOUPOLI_D_HUA_13333_KV;ATHG/ILIL/T036/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12103;ETSBPrt;61713;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;368;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13334;ATTIC_ILIOUPOLI_D_HUA_13334_KV;ATHG/ILIL/T037/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10014;ETSBPrt;61715;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;370;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13335;ATTIC_ILIOUPOLI_D_HUA_13335_KV;ATHG/ILIL/T038/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10017;ETSBPrt;61716;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;371;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13336;ATTIC_ILIOUPOLI_D_HUA_13336_KV;ATHG/ILIL/T040/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10003;ETSBPrt;61717;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;372;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13337;ATTIC_ILIOUPOLI_D_HUA_13337_KV;ATHG/ILIL/T042/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10016;ETSBPrt;61718;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;373;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13338;ATTIC_ILIOUPOLI_D_HUA_13338_KV;ATHG/ILIL/T043/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10015;ETSBPrt;61719;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;374;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13339;ATTIC_ILIOUPOLI_D_HUA_13339_KV;ATHG/ILIL/T046/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10013;ETSBPrt;61720;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;375;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13340;ATTIC_ILIOUPOLI_D_HUA_13340_KV;ATHG/ILIL/T047/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10008;ETSBPrt;61727;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;382;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13341;ATTIC_ILIOUPOLI_D_HUA_13341_KV;ATHG/ILIL/T050/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10011;ETSBPrt;61728;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;383;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13342;ATTIC_ILIOUPOLI_D_HUA_13342_KV;ATHG/ILIL/T051/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10006;ETSBPrt;61730;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;385;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13343;ATTIC_ILIOUPOLI_D_HUA_13343_KV;ATHG/ILIL/T053/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12100;ETSBPrt;61732;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;387;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13344;ATTIC_ILIOUPOLI_D_HUA_13344_KV;ATHG/ILIL/T055/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12101;ETSBPrt;61733;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;388;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13345;ATTIC_ILIOUPOLI_D_HUA_13345_KV;ATHG/ILIL/T056/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12102;ETSBPrt;61735;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;390;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13346;ATTIC_ILIOUPOLI_D_HUA_13346_KV;ATHG/ILIL/T057/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12019;ETSBPrt;61736;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;391;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13347;ATTIC_ILIOUPOLI_D_HUA_13347_KV;ATHG/ILIL/T058/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11005;ETSBPrt;61737;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;392;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13348;ATTIC_ILIOUPOLI_D_HUA_13348_KV;ATHG/ILIL/T041/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11002;ETSBPrt;61738;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;393;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13349;ATTIC_ILIOUPOLI_D_HUA_13349_KV;ATHG/ILIL/T044/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether12017;ETSBPrt;61739;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;394;гкиоупокг_ц2R;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13350;ATTIC_ILIOUPOLI_D_HUA_13350_KV;ATHG/ILIL/T045/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11006;ETSBPrt;61740;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;395;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13351;ATTIC_ILIOUPOLI_D_HUA_13351_KV;ATHG/ILIL/T048/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether10005;ETSBPrt;61741;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;396;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13352;ATTIC_ILIOUPOLI_D_HUA_13352_KV;ATHG/ILIL/T049/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11004;ETSBPrt;61742;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;397;гкиоупокг_ц2L;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13353;ATTIC_ILIOUPOLI_D_HUA_13353_KV;ATHG/ILIL/T052/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11003;ETSBPrt;61743;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;398;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13354;ATTIC_ILIOUPOLI_D_HUA_13354_KV;ATHG/ILIL/T054/DS_5603Tv2/001;6-иАМ;iliu-asr9ka;SWTETH;Bundle-Ether11001;ETSBPrt;61744;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;399;гкиоупокг_ц3;60198;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;гкиоупокг
13355;ATTIC_PEANIA_D_HUA_13355;AATT/PAIA/D001/DS_5603Tv2/001;6-иАМ;asw-koro9ka-peania-8508a;SWTETH;g2/1/9;ETHPRT;61793;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. паиамиас;1654;6604;паиамиа_йтияио оте/COSMOTE;60118;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. паиамиас;1654; ;паиамиа
13356;MESSI_PROSILIO_D_HUA_13356;MESS/KALT/D002/DS_5603Tv2/001;1;asw-tri1-avia-5624a;SWTETH;g1/0/2;ETHPRT;410130;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301;4161;йаядалукг_пяосгкио;410162;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;абиа
13357;KSANT_SMINTHI_D_HUA_13357_KV;KSAN/KSAN/LE001/DS_5603Tv2/001;1;asw-xant9ka-xanthi-8505a;SWTETH;g5/1/10;ETHPRT;510068;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. намхгс;5401; ;слимхг;510038;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. намхгс;5401; ;намхг
13358;AITOL_DYO.REVMATA_D_HUA_13358_KV;AITO/AGRI/T006/DS_5603Tv2/001;1;asw-pel1-agrinio-8508a;SWTETH;g2/1/16;ETHPRT;20381;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801;128;ацяимио_дуо яелата C2 128 R;20022;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;ацяимио
13359;AITOL_MEGAL.CHORA_D_HUA_13359_KV;AITO/AGRI/T003/DS_5603Tv2/001;6-иАМ;asw-pel1-agrinio-8508a;SWTETH;g2/1/12;ETHPRT;20372;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801;4195;лецакг выяа_диаламтеийа_ тяиамтеийа_екаиожуто KV 379_380;20022;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;ацяимио
13360;AITOL_DIAS.TRIANT_D_HUA_13360_KV;AITO/AGRI/T004/DS_5603Tv2/001;6-иАМ;asw-pel1-agrinio-8508a;SWTETH;g2/1/13;ETHPRT;20373;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801;4196;лецакг выяа_диаламтеийа_ тяиамтеийа_екаиожуто KV 381_377_375;20022;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;ацяимио
13361;AITOL_TRIANTEIKA_D_HUA_13361_KV;AITO/AGRI/T002/DS_5603Tv2/001;1;asw-pel1-agrinio-8508a;SWTETH;g2/1/14;ETHPRT;20374;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801;4197;ацяимио_лецакг выяа диаламтеийа тяиамтеийа екаиожуто йV 385 387 383;20022;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;ацяимио
13362;AITOL_M.CHOR.SCHO_D_HUA_13362_KV;AITO/AGRI/T005/DS_5603Tv2/001;6-иАМ;asw-pel1-agrinio-8508a;SWTETH;g2/1/11;ETHPRT;20371;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801;4194;лецакг выяа_диаламтеийа_ тяиамтеийа_екаиожуто KV 376_378;20022;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;ацяимио
13363;KEFAL_LIVADI_D_HUA_13363_KV;KEFA/ARGL/T002/DS_5603Tv2/001;1;asw-patr9kb-agiathekla-5328a;SWTETH;g0/0/2;ETHPRT;290093;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.у. кгноуяиоу йежакгмиас;6703;4138;кгноуяи_кибади;290088;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.у. кгноуяиоу йежакгмиас;6703; ;ациа хейка
13364;PIERI_ELATOCHORI_D_HUA_13364_KV;PIER/KATE/T003/DS_5603Tv2/001;1;asw-erm1-ritini-5624a;SWTETH;g1/0/2;ETHPRT;440067;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йатеяимгс;3401;C901;ягтимг_екатовыяи;440023;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йатеяимгс;3401; ;ягтимг
13365;RODOP_PAGOURIA_D_HUA_13365_KV;RODO/KOMO/T132/DS_5603Tv2/001;1;asw-komo9ka-sidiroxori-5328a;SWTETH;g0/0/2;ETHPRT;470231;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. йолотгмгс;5302;403;м. сидгяовыяи_пацоуяиа; ; ; ; ; ; ; 
13366;RODOP_DIALAMPI_D_HUA_13366_KV;RODO/KOMO/T131/DS_5603Tv2/001;1;asw-komo9ka-koptero-5328a;SWTETH;g0/0/2;ETHPRT;470232;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;й.е.   иаслоу яодопгс;5310;301;иаслос_диакалпг KV 301; ; ; ; ; ; ; 
13367;EVROU_PALAGIA.A_D_HUA_13367_DLC;EVRO/ALEL/D003/DS_5603Tv2/001;1;asw-alex9ka-alexpoli-8508a;SWTETH;g9/1/17;ETHPRT;120264;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. акенамдяоупокгс;5501;7139;пакациа_пакациа а;120003;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. акенамдяоупокгс;5501; ;акенамдяоупокг
13368;EVROU_PALAGIA.B_D_HUA_13368_DLC;EVRO/ALEL/D004/DS_5603Tv2/001;1;asw-alex9ka-alexpoli-8508a;SWTETH;g9/1/18;ETHPRT;120265;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. акенамдяоупокгс;5501;7140;пакациа_пакациа б;120003;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. акенамдяоупокгс;5501; ;акенамдяоупокг
13369;IOANN_AERO_D_HUA_13369_KV;IOAN/OKTO/T003/DS_5603Tv2/001;1;asw-ioan9ka-28oktovriou-8508a;SWTETH;g2/1/13;ETHPRT;250257;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502;480;28гс ойтыбяиоу_аеяодяолио иыаммимым C3 480;250202;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502; ;28гс ойтыбяиоу
13370;IOANN_28.OKTOVRIO_D_HUA_13370_KV;IOAN/OKTO/T002/DS_5603Tv2/001;1;asw-ioan9ka-28oktovriou-8508a;SWTETH;g2/1/12;ETHPRT;250259;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502;498;28гс ойтыбяиоу_C3 498;250202;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502; ;28гс ойтыбяиоу
13371;IOANN_PERIVLEPTOS_D_HUA_13371_KV;IOAN/PERV/T017/DS_5603Tv2/001;1;asw-ioan9ka-perivleptos-8512a;SWTETH;g2/1/7;ETHPRT;250258;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502;306;пеяибкептос_C3 306;250186;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502; ;пеяибкепто
13372;KILKI_AG.PETROS_D_HUA_13372_KV;KILK/POLK/T001/DS_5603Tv2/001;1;asw-erm1-europos-5624a;SWTETH;g1/0/2;ETHPRT;310090;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605;C901_1;еуяыпос_ац. петяос C2 117;310010;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;еуяыпос
13373;KILKI_AG.PETROS_D_HUA_13373_KV;KILK/POLK/T002/DS_5603Tv2/001;1;asw-erm1-europos-5624a;SWTETH;g1/0/3;ETHPRT;310091;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605;C902_1;еуяыпос_ац. петяос C2 121;310010;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;еуяыпос
13374;MAGNI_NIES_D_HUA_13374_KV;MAGN/IOLK/T002/DS_5603Tv2/001;1;asw-volo9ka-sourpi-5624a;SWTETH;g1/0/3;ETHPRT;400172;т.п.бояеиас екк.;т.д.хессакиас;т.е.у. аклуяоу лацмгсиас;4001;102;соуяпг_мгес C3 102;400069;т.п.бояеиас екк.;т.д.хессакиас;т.е.у. аклуяоу лацмгсиас;4001; ;соуяпг
