йЫДИЙЭР DSLAM;EMS DSLAM Name;╪МОЛА DSLAM;DSLAM Uplink Port;╪МОЛА еНОПКИСЛОЩ еПЭЛЕМОУ Hop;тЩПОР еНОПКИСЛОЩ еПЭЛЕМОУ Hop;пЭЯТА еПЭЛЕМОУ Hop;TЩПОР пЭЯТАР еПЭЛЕМОУ Hop;йЫДИЙЭР EETT DSLAM;пЕЯИЖщЯЕИА DSLAM;дИАЛщЯИСЛА DSLAM;оМОЛАСъА йщМТЯОУ DSLAM;DSLAM тей;DSLAM ONU;йЫДИЙЭР йщМТЯОУ DSLAM;йЫДИЙЭР EETT еПЭЛЕМОУ Hop;пЕЯИЖщЯЕИА еПЭЛЕМОУ Hop;дИАЛщЯИСЛА еПЭЛЕМОУ Hop;оМОЛАСъА йщМТЯОУ еПЭЛЕМОУ Hop;тей еПЭЛЕМОУ Hop;ONU еПЭЛЕМОУ Hop;йЫДИЙЭР йщМТЯОУ еПЭЛЕМОУ Hop
507;PERAMA-XD-507;PEIR/KERA/L002/DS_XDcmb/001;1;DSLAM SWITCH;SWTATM;402;GENPRT;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала; ; ; ; ; ; ; 
2220;ATTIC_NEA.IONIA_D_ZTE_2220-2221;AATT/NION/L001/DS_8220/002;3;asw-nion9ka-nionia-8508a;SWTETH;7;ETHPRT;60260;т.п.мотиас екк.;т.д. ахгмас;т.е.й. меас  иымиас;1153; ;м. иымиа;60260;т.п.мотиас екк.;т.д. ахгмас;т.е.й. меас  иымиас;1153; ;м. иымиа
2221;ATTIC_NEA.IONIA_D_ZTE_2220-2221;AATT/NION/L001/DS_8220/002;3;asw-nion9ka-nionia-8508a;SWTETH;7;ETHPRT;60260;т.п.мотиас екк.;т.д. ахгмас;т.е.й. меас  иымиас;1153; ;м. иымиа;60260;т.п.мотиас екк.;т.д. ахгмас;т.е.й. меас  иымиас;1153; ;м. иымиа
2300;ATTIC_KORYDALLOS_D_ZTE_2300-2301;PEIR/KORY/L001/DS_8220/002;3;asw-pir2-koridalos-8508a;SWTETH;9;ETHPRT;60263;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. мийаиас;1351; ;йояудаккос;60263;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. мийаиас;1351; ;йояудаккос
2301;ATTIC_KORYDALLOS_D_ZTE_2300-2301;PEIR/KORY/L001/DS_8220/002;3;asw-pir2-koridalos-8508a;SWTETH;9;ETHPRT;60263;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. мийаиас;1351; ;йояудаккос;60263;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. мийаиас;1351; ;йояудаккос
2304;ATTIC_PERAMA_1_2_D_ZTE_2304-2858;PEIR/KERA/L002/DS_8220/001;4;asw-pir2-perama-8505a;SWTETH;5;ETHPRT;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала
2305;ATTIC_SALAMINA_1_2_D_ZTE_2305;PEIR/SALA/L004/DS_8220/001;4;asw-pir2-salamina-8505a;SWTETH;5;ETHPRT;420051;т.п.мотиас екк.;т.д. мгсым;т.е.й. сакалимас;1354; ;сакалима;420051;т.п.мотиас екк.;т.д. мгсым;т.е.й. сакалимас;1354; ;сакалима
2305;ATTIC_SALAMINA_1_2_D_ZTE_2305;PEIR/SALA/L004/DS_8220/001;2;PEIR/KERA/L002/DS_8220/001;DSLAM;1;ITLNKPRT;420051;т.п.мотиас екк.;т.д. мгсым;т.е.й. сакалимас;1354; ;сакалима;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала
2305;ATTIC_SALAMINA_1_2_D_ZTE_2305;PEIR/SALA/L004/DS_8220/001;2;PEIR/KERA/L002/DS_8220/001;DSLAM;1;ITLNKPRT;420051;т.п.мотиас екк.;т.д. мгсым;т.е.й. сакалимас;1354; ;сакалима;420051;т.п.мотиас екк.;т.д. мгсым;т.е.й. сакалимас;1354; ;сакалима
2305;ATTIC_SALAMINA_1_2_D_ZTE_2305;PEIR/SALA/L004/DS_8220/001;4;asw-pir2-salamina-8505a;SWTETH;5;ETHPRT;420051;т.п.мотиас екк.;т.д. мгсым;т.е.й. сакалимас;1354; ;сакалима;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала
2347;172.19.212.118#KYKLA_IOS_D_NSN_2347;KYKL/THIR/L005/DS_H1000/001;5;DSLAM SWITCH;SWTATM;1375;GENPRT;340073;т.п.мотиас екк.;т.д. мгсым;й.е.   иоу;3020; ;иос; ; ; ; ; ; ; 
2395;172.19.215.34#EVOIA_ISTIAIA_D_NSN_2395;EYVO/AIDI/L007/DS_H1000/001;1;DSLAM SWITCH;SWTATM;336;GENPRT;130082;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;й.е.   истиаиас;2206; ;истиаиа; ; ; ; ; ; ; 
2437;172.19.215.206#EVOIA_DROSIA_D_NSN_2437;EYVO/HALK/L001/DS_H1000/001;1;DSLAM SWITCH;SWTATM;1286;GENPRT;130063;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;дяосиа; ; ; ; ; ; ; 
2491;ACHAI_PELOPAS_D_INT_2491;AHAI/PELO/L003/DS_IBAS48/003;10;DSLAM SWITCH;SWTATM;1457;GENPRT;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас
2858;ATTIC_PERAMA_1_2_D_ZTE_2304-2858;PEIR/KERA/L002/DS_8220/001;4;asw-pir2-perama-8505a;SWTETH;5;ETHPRT;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала;60136;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. ац.цеыяциоу;1353; ;пеяала
2871;ATTIC_ELEFSINA_1_2_D_ZTE_2871-2872;DATT/ASPR/L007/DS_8220/001;2;asw-peri9ka-elefsina-8508a;SWTETH;4;ETHPRT;60296;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. екеусимас;1254; ;екеусима;60296;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. екеусимас;1254; ;екеусима
2872;ATTIC_ELEFSINA_1_2_D_ZTE_2871-2872;DATT/ASPR/L007/DS_8220/001;2;asw-peri9ka-elefsina-8508a;SWTETH;4;ETHPRT;60296;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. екеусимас;1254; ;екеусима;60296;т.п.мотиас екк.;т.д.пеия./дут.атт;т.е.й. екеусимас;1254; ;екеусима
3124;GAROYNA-MOD-3124;KERK/KERK/L004/DS_XDmod/001;1;DSLAM SWITCH;SWTATM;1205;GENPRT;300044;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;цаяоума; ; ; ; ; ; ; 
8536;MAGNI_GIMNASTIRIO_D_HUA_8536;MAGN/GYMN/L002/DS_5600/004;0006-0;volo-asr9ka;SWTETH;Bundle-Ether10000;ETSBPrt;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио
8537;MAGNI_GIMNASTIRIO_D_HUA_8537;MAGN/GYMN/L002/DS_5600/001;0006-0;volo-asr9ka;SWTETH;Bundle-Ether10001;ETSBPrt;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио
8538;MAGNI_GIMNASTIRIO_D_HUA_8538;MAGN/GYMN/L002/DS_5600/002;1;volo-asr9ka;SWTETH;Bundle-Ether10002;ETSBPrt;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио
8578;TRIKA_TRIKALA_D_HUA_8578;TRIK/TRIK/L004/DS_5600/004;1;asw-lar1-trikala-8505a;SWTETH;2;ETHPRT;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака
8578;TRIKA_TRIKALA_D_HUA_8578;TRIK/TRIK/L004/DS_5600/004;2;trik-asr9ka;SWTETH;Bundle-Ether10001;ETSBPrt;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака
8579;TRIKA_TRIKALA_D_HUA_8579;TRIK/TRIK/L004/DS_5600/001;1;asw-lar1-trikala-8505a;SWTETH;5;ETHPRT;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака
8579;TRIKA_TRIKALA_D_HUA_8579;TRIK/TRIK/L004/DS_5600/001;2;trik-asr9ka;SWTETH;Bundle-Ether10002;ETSBPrt;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака;500130;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. тяийакым;4302; ;тяийака
8595;DODEK_RODOS_D_HUA_8595;DODE/RODO/L001/DS_5600/004;2;rodo-asr9ka;SWTETH;Bundle-Ether20000;ETSBPrt;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
8596;DODEK_RODOS_D_HUA_8596;DODE/RODO/L001/DS_5600/001;2;rodo-asr9ka;SWTETH;Bundle-Ether20001;ETSBPrt;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
8597;DODEK_RODOS_D_HUA_8597;DODE/RODO/L001/DS_5600/002;2;rodo-asr9ka;SWTETH;Bundle-Ether20002;ETSBPrt;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
8598;DODEK_RODOS_D_HUA_8598;DODE/RODO/L001/DS_5600/003;2;rodo-asr9ka;SWTETH;Bundle-Ether20003;ETSBPrt;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
8642;LESVO_MYTILINI_D_HUA_8642;LESV/MYTI/L005/DS_5600/001;0000';mtln-asr9ka;SWTETH;Bundle-Ether20000;ETSBPrt;380030;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;лутикгмг;380030;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;лутикгмг
8643;LESVO_MYTILINI_D_HUA_8643;LESV/MYTI/L005/DS_5600/002;0000';mtln-asr9ka;SWTETH;Bundle-Ether20001;ETSBPrt;380030;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;лутикгмг;380030;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;лутикгмг
8643;LESVO_MYTILINI_D_HUA_8643;LESV/MYTI/L005/DS_5600/002;1;asw-mtln9ka-mitilini-8508a;SWTETH;3;ETHPRT;380030;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;лутикгмг;380030;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;лутикгмг
8649;SAMOS_SAMOS_D_HUA_8649;SAMO/SAMO/L001/DS_5600/002;2;samo-asr9ka;SWTETH;Bundle-Ether10000;ETSBPrt;480024;т.п.мотиас екк.;т.д. мгсым;т.е.й. салоу;2601; ;салос;480024;т.п.мотиас екк.;т.д. мгсым;т.е.й. салоу;2601; ;салос
8650;SAMOS_SAMOS_D_HUA_8650;SAMO/SAMO/L001/DS_5600/001;2;samo-asr9ka;SWTETH;Bundle-Ether10001;ETSBPrt;480024;т.п.мотиас екк.;т.д. мгсым;т.е.й. салоу;2601; ;салос;480024;т.п.мотиас екк.;т.д. мгсым;т.е.й. салоу;2601; ;салос
8651;CHANI_KYDONAS_D_HUA_8651;HANI/KYDO/L007/DS_5600/005;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20004;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8651;CHANI_KYDONAS_D_HUA_8651;HANI/KYDO/L007/DS_5600/005;1;asw-her2-kidonas-8508a;SWTETH;6;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8652;CHANI_KYDONAS_D_HUA_8652;HANI/KYDO/L007/DS_5600/001;1;asw-her2-kidonas-8508a;SWTETH;4;ETHPRT;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8652;CHANI_KYDONAS_D_HUA_8652;HANI/KYDO/L007/DS_5600/001;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20000;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8653;CHANI_KYDONAS_D_HUA_8653;HANI/KYDO/L007/DS_5600/002;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20002;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8653;CHANI_KYDONAS_D_HUA_8653;HANI/KYDO/L007/DS_5600/002;1;asw-her2-kidonas-8508a;SWTETH;3;ETHPRT;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8654;CHANI_KYDONAS_D_HUA_8654;HANI/KYDO/L007/DS_5600/003;1;asw-her2-kidonas-8508a;SWTETH;2;ETHPRT;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8654;CHANI_KYDONAS_D_HUA_8654;HANI/KYDO/L007/DS_5600/003;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20003;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8705;ACHAI_PELOPAS_D_HUA_8705;AHAI/PELO/L003/DS_5600/002;2;patr-asr9ka;SWTETH;Bundle-Ether20001;ETSBPrt;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас
8706;ACHAI_PELOPAS_D_HUA_8706;AHAI/PELO/L003/DS_5600/004;2;patr-asr9ka;SWTETH;Bundle-Ether20002;ETSBPrt;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас
8708;ACHAI_PELOPAS_D_HUA_8708;AHAI/PELO/L003/DS_5600/003;2;patr-asr9ka;SWTETH;Bundle-Ether20004;ETSBPrt;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас
8723;EVOIA_CHALKIDA_D_HUA_8723;EYVO/HALK/L006/DS_5600/005;1;asw-nym1-xalkida-8505a;SWTETH;6;ETHPRT;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
8723;EVOIA_CHALKIDA_D_HUA_8723;EYVO/HALK/L006/DS_5600/005;7-иАМ;xalk-asr9ka;SWTETH;Bundle-Ether20008;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
8724;EVOIA_CHALKIDA_D_HUA_8724;EYVO/HALK/L006/DS_5600/001;2;xalk-asr9ka;SWTETH;Bundle-Ether20000;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
8725;EVOIA_CHALKIDA_D_HUA_8725;EYVO/HALK/L006/DS_5600/002;1;xalk-asr9ka;SWTETH;Bundle-Ether20002;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
8726;EVOIA_CHALKIDA_D_HUA_8726;EYVO/HALK/L006/DS_5600/003;7-иАМ;xalk-asr9ka;SWTETH;Bundle-Ether20003;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
8727;EVOIA_CHALKIDA_D_HUA_8727;EYVO/HALK/L006/DS_5600/004;7-иАМ;xalk-asr9ka;SWTETH;Bundle-Ether20004;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
8753;KERKY_KERKYRA_D_HUA_8753;KERK/KERK/L008/DS_5600/005;2;corf-asr9ka;SWTETH;Bundle-Ether10000;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
8754;KERKY_KERKYRA_D_HUA_8754;KERK/KERK/L008/DS_5600/001;2;corf-asr9ka;SWTETH;Bundle-Ether10001;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
8755;KERKY_KERKYRA_D_HUA_8755;KERK/KERK/L008/DS_5600/002;2;corf-asr9ka;SWTETH;Bundle-Ether10002;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
8756;KERKY_KERKYRA_D_HUA_8756;KERK/KERK/L008/DS_5600/003;2;corf-asr9ka;SWTETH;Bundle-Ether10003;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
8757;KERKY_KERKYRA_D_HUA_8757;KERK/KERK/L008/DS_5600/004;2;corf-asr9ka;SWTETH;Bundle-Ether10004;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
8776;MESSI_KALAMATA_D_HUA_8776;MESS/KALT/L008/DS_5600/005;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20011;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8776;MESSI_KALAMATA_D_HUA_8776;MESS/KALT/L008/DS_5600/005;1;asw-tri1-kalamata-8508a;SWTETH;7;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8777;MESSI_KALAMATA_D_HUA_8777;MESS/KALT/L008/DS_5600/001;1;asw-tri1-kalamata-8508a;SWTETH;1;ETHPRT;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8777;MESSI_KALAMATA_D_HUA_8777;MESS/KALT/L008/DS_5600/001;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20000;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8778;MESSI_KALAMATA_D_HUA_8778;MESS/KALT/L008/DS_5600/002;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20001;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8778;MESSI_KALAMATA_D_HUA_8778;MESS/KALT/L008/DS_5600/002;1;asw-tri1-kalamata-8508a;SWTETH;2;ETHPRT;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8779;MESSI_KALAMATA_D_HUA_8779;MESS/KALT/L008/DS_5600/003;1;asw-tri1-kalamata-8508a;SWTETH;3;ETHPRT;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8779;MESSI_KALAMATA_D_HUA_8779;MESS/KALT/L008/DS_5600/003;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20002;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8780;MESSI_KALAMATA_D_HUA_8780;MESS/KALT/L008/DS_5600/004;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20003;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8780;MESSI_KALAMATA_D_HUA_8780;MESS/KALT/L008/DS_5600/004;1;asw-tri1-kalamata-8508a;SWTETH;4;ETHPRT;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
8790;FTHIO_LAMIA_D_HUA_8790;FTHI/LAMI/L001/DS_5600/005;2;lami-asr9ka;SWTETH;Bundle-Ether20000;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8790;FTHIO_LAMIA_D_HUA_8790;FTHI/LAMI/L001/DS_5600/005;1;asw-nym1-lamia-8508a;SWTETH;7;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8791;FTHIO_LAMIA_D_HUA_8791;FTHI/LAMI/L001/DS_5600/004;2;lami-asr9ka;SWTETH;Bundle-Ether20001;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8791;FTHIO_LAMIA_D_HUA_8791;FTHI/LAMI/L001/DS_5600/004;1;asw-nym1-lamia-8508a;SWTETH;2;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8792;FTHIO_LAMIA_D_HUA_8792;FTHI/LAMI/L001/DS_5600/003;1;asw-nym1-lamia-8508a;SWTETH;5;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8792;FTHIO_LAMIA_D_HUA_8792;FTHI/LAMI/L001/DS_5600/003;2;lami-asr9ka;SWTETH;Bundle-Ether20002;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8793;FTHIO_LAMIA_D_HUA_8793;FTHI/LAMI/L001/DS_5600/001;1;asw-nym1-lamia-8508a;SWTETH;4;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
